Date,Open_Interest,Producer_Longs,Producer_Shorts,Swap_Dealer_Longs,Swap_Dealer_Shorts,Swap_Dealer_Spreads,Money_Manager_Longs,Money_Manager_Shorts,Money_Manager_Spreads,Other_Reportable_Longs,Other_Reportable_Shorts,Other Reportable Spreads,Total_Reportable_Longs,Total_Reportable_Shorts,Non_Reportable_Longs,Non_Reportable_Shorts
2008-04-01T00:00:00Z,166276,44674,92223,23688,12626,11143,42213,11003,15452,2597,3082,12765,152532,158294,13744,7981
2008-04-08T00:00:00Z,149332,41017,87416,20618,12567,11400,44345,10814,8071,2682,3851,8982,137115,143100,12217,6232
2008-04-15T00:00:00Z,146833,36909,86610,20854,12869,11306,50035,12925,5472,2790,3301,8324,135691,140808,11142,6025
2008-04-22T00:00:00Z,150214,37410,85866,20852,12138,10818,52856,16401,4384,3004,4502,9486,138808,143594,11405,6619
2008-04-29T00:00:00Z,153065,36185,84731,20796,12892,10413,56377,18271,4713,2883,5584,10828,142196,147433,10869,5631
2008-05-06T00:00:00Z,154945,35855,84610,24647,13075,10375,54630,21505,6603,2814,4315,8710,143634,149193,11311,5752
2008-05-13T00:00:00Z,160013,39429,85643,25596,13445,10076,53516,24084,7616,2912,3876,8934,148078,153674,11935,6339
2008-05-20T00:00:00Z,163129,42378,86534,26494,13773,9796,51097,25078,9418,2816,3931,9209,151207,157738,11922,5391
2008-05-27T00:00:00Z,161716,44053,85367,26187,14224,7634,49888,25586,11174,2296,3971,8687,149919,156643,11796,5073
2008-06-03T00:00:00Z,170628,43815,87118,27177,13790,7025,55268,27050,13855,2312,3950,9553,159005,162340,11622,8287
2008-06-10T00:00:00Z,168831,45820,93410,26984,13742,4289,59782,28120,11922,2339,3942,6796,157932,162221,10899,6610
2008-06-17T00:00:00Z,167258,38530,89103,26823,13377,3681,64387,30387,9436,2820,4085,7097,152773,157165,14485,10093
2008-06-24T00:00:00Z,171704,37900,90974,27314,13420,3468,67669,30981,9657,3069,5048,6952,156031,160500,15673,11204
2008-07-01T00:00:00Z,174935,35949,93592,27235,12656,3337,70689,31950,9402,3796,4590,8017,158425,163545,16510,11391
2008-07-08T00:00:00Z,162131,33980,83612,27157,11530,3148,61659,29708,10499,3068,3913,8100,147612,150512,14520,11620
2008-07-15T00:00:00Z,161694,37490,86391,27604,11969,2790,57602,29993,10319,2333,4298,9290,147428,155050,14266,6645
2008-07-22T00:00:00Z,166055,47474,89861,24690,12631,2651,54064,28616,12082,1772,3690,10563,153297,160095,12758,5960
2008-07-29T00:00:00Z,168374,55011,94326,24718,11715,2753,48594,28485,11807,1726,3570,10304,154913,162960,13461,5414
2008-08-05T00:00:00Z,156327,56269,93029,23909,11158,2133,44975,25730,8601,2253,3724,7507,145647,151882,10680,4444
2008-08-12T00:00:00Z,147983,51956,86523,22809,10725,1727,43683,25069,7378,2051,3642,7140,136744,142203,11239,5780
2008-08-19T00:00:00Z,141677,50733,75343,22333,10207,1707,40824,28290,6402,1986,3289,7772,131757,133010,9920,8667
2008-08-26T00:00:00Z,143513,49880,81672,22559,8842,1598,42477,29283,5761,1715,3298,7828,131818,138282,11695,5232
2008-09-02T00:00:00Z,144877,50910,81895,22143,9435,1874,39110,26311,8447,2383,3699,7837,132703,139497,12173,5379
2008-09-09T00:00:00Z,144098,52719,79989,21737,9445,1772,37846,26859,9623,2032,3373,7973,133703,139035,10395,5063
2008-09-16T00:00:00Z,141935,54328,79282,21151,8956,1686,35425,24370,9828,1713,3751,7846,131977,135719,9958,6216
2008-09-23T00:00:00Z,138682,52079,79890,21298,7548,2749,34025,21813,9044,1444,4012,7586,128225,132643,10457,6039
2008-09-30T00:00:00Z,137900,53186,81025,20736,7596,3086,30767,17228,10748,2076,3992,8039,128638,131713,9262,6187
2008-10-07T00:00:00Z,134137,57104,77294,18993,8727,3202,27315,17284,11612,1475,3626,8810,128510,130555,5627,3582
2008-10-14T00:00:00Z,135718,59358,74693,18313,10407,3885,26322,16662,12314,1561,3748,10203,131957,131911,3762,3807
2008-10-21T00:00:00Z,146950,63967,71036,16434,16180,4035,28892,19804,14625,1740,3681,12230,141921,141590,5029,5360
2008-10-28T00:00:00Z,164042,66986,76998,14404,12003,12265,31912,20843,21787,1698,4018,11713,160764,159626,3277,4415
2008-11-04T00:00:00Z,163060,65859,76809,13554,11826,12218,30987,19108,23126,1501,3591,11912,159156,158589,3904,4471
2008-11-11T00:00:00Z,122840,55279,64016,11882,11364,1907,29250,17431,12265,1299,3785,4856,116739,115624,6101,7216
2008-11-18T00:00:00Z,116001,50409,62561,11449,10942,2240,30085,15469,9985,1244,3932,4563,109975,109693,6026,6308
2008-11-25T00:00:00Z,118801,51920,65996,11621,10178,2277,30691,16338,10167,1417,3489,4412,112505,112856,6296,5946
2008-12-02T00:00:00Z,119907,51538,68742,12053,7104,2815,29801,15917,10869,1779,3441,4662,113518,113550,6389,6356
2008-12-09T00:00:00Z,121252,50147,70393,12871,5966,3600,30219,16103,10234,1511,3719,5084,113666,115098,7586,6154
2008-12-16T00:00:00Z,122881,48874,75203,13712,5285,4357,30018,12590,10508,1534,3740,5482,114484,117166,8397,5715
2008-12-22T00:00:00Z,126065,48663,78696,13633,5340,4362,32847,11935,10587,1745,3779,5847,117685,120546,8380,5520
2008-12-30T00:00:00Z,129660,47096,78915,13657,5260,4005,34561,12084,11849,1940,4193,6548,119656,122854,10004,6806
2009-01-06T00:00:00Z,130260,47759,81346,14281,5151,3633,33499,11222,11486,2013,3767,5920,118591,122525,11669,7735
2009-01-13T00:00:00Z,137827,51167,83512,13682,5339,3467,35038,13031,13593,2114,3199,6849,125910,128992,11917,8836
2009-01-20T00:00:00Z,129693,51652,81309,13845,5241,3450,30548,10737,14637,1693,3541,6295,122120,125210,7573,4483
2009-01-27T00:00:00Z,133063,51616,85207,14990,5054,2112,30159,8404,16672,1727,3461,6320,123596,127230,9467,5833
2009-02-03T00:00:00Z,137510,50935,88243,15099,5002,2248,34246,10417,15734,1766,3735,6772,126801,132151,10709,5358
2009-02-10T00:00:00Z,131561,48332,87360,14314,5315,1346,37547,10582,12118,1570,3801,4784,120011,125307,11550,6254
2009-02-17T00:00:00Z,124784,44470,82024,14344,4646,1458,37650,11610,11257,1536,4182,4713,115428,119891,9356,4893
2009-02-24T00:00:00Z,129713,45106,79514,14667,4328,1553,35749,13208,16752,1716,3502,5560,121103,124417,8610,5296
2009-03-03T00:00:00Z,129743,45125,74095,13837,5288,1665,33616,14290,20895,1606,1765,5685,122428,123682,7315,6061
2009-03-10T00:00:00Z,131433,46430,73690,12488,5238,1805,33169,13004,23184,1623,1866,5794,124493,124581,6939,6852
2009-03-17T00:00:00Z,127635,44987,73929,12282,5374,1735,32308,10406,22535,457,1478,5962,120265,121418,7370,6217
2009-03-24T00:00:00Z,123771,44140,75412,12440,5255,1887,32671,9404,17915,225,2256,6016,115294,118144,8477,5626
2009-03-31T00:00:00Z,123003,45479,79518,12347,5426,1852,34403,8554,15448,59,2196,6027,115615,119021,7387,3982
2009-04-07T00:00:00Z,120302,43004,81409,13227,5172,1387,37829,10947,10018,391,1001,6432,112287,116365,8015,3937
2009-04-14T00:00:00Z,127423,47709,83363,13277,4699,1600,35986,10487,14328,725,904,6138,119764,121519,7660,5904
2009-04-21T00:00:00Z,124157,47920,79194,13613,4767,1468,31368,10186,16242,586,1222,6211,117408,119289,6749,4867
2009-04-28T00:00:00Z,125766,50578,79701,13198,4986,1335,30710,10251,16477,587,1043,5902,118787,119694,6979,6072
2009-05-05T00:00:00Z,125691,51997,78318,13281,4854,1672,28031,10246,17849,667,1120,5500,118997,119558,6695,6133
2009-05-12T00:00:00Z,129497,55679,81465,13291,4545,1510,28150,12504,16696,464,693,5943,121732,123357,7765,6140
2009-05-19T00:00:00Z,133140,58834,81170,12742,4761,1711,26839,12379,18518,274,914,5960,124878,125414,8262,7726
2009-05-26T00:00:00Z,134938,59331,80659,13126,4134,2056,27486,15490,17597,323,1111,6487,126405,127534,8533,7404
2009-06-02T00:00:00Z,132115,56888,85170,14124,3982,1699,31991,17250,11426,823,1666,6234,123185,127426,8930,4689
2009-06-09T00:00:00Z,130203,52115,87816,13491,3895,1234,40182,18326,6410,599,2510,5913,119945,126105,10258,4098
2009-06-16T00:00:00Z,125405,46864,85368,13601,3657,1539,41611,16554,5908,542,2360,5939,116005,121326,9400,4079
2009-06-23T00:00:00Z,120153,49021,82317,13632,3913,1488,33920,12703,6708,798,1480,6299,111865,114909,8287,5244
2009-06-30T00:00:00Z,118314,48918,80202,13999,3698,1942,31770,13828,7154,851,944,6156,110789,113925,7525,4390
2009-07-07T00:00:00Z,118657,49344,78500,13536,4338,1801,32075,14294,8322,697,900,5828,111604,113983,7053,4674
2009-07-14T00:00:00Z,120405,49306,81321,15087,4134,1555,32959,16195,6503,545,1026,6049,112004,116783,8401,3622
2009-07-21T00:00:00Z,127305,49301,84656,15054,4067,1716,35009,16930,6513,1734,1101,6676,116003,121658,11301,5646
2009-07-28T00:00:00Z,130384,48782,87153,14974,4082,1931,37949,15886,7426,1745,1098,7242,120049,124818,10335,5566
2009-08-04T00:00:00Z,130240,46971,86220,14688,4044,1755,40570,17126,7042,1534,1380,6989,119550,124557,10691,5683
2009-08-11T00:00:00Z,126347,48797,86567,14521,3801,1429,37899,16780,6420,1309,1261,5602,115978,121861,10369,4485
2009-08-18T00:00:00Z,122677,44113,78720,14396,4049,1433,35827,14437,7234,1100,1521,10367,114470,117762,8207,4915
2009-08-25T00:00:00Z,127401,43178,81712,14851,4009,1580,38604,16196,6300,1284,1607,10854,116651,122258,10750,5142
2009-09-01T00:00:00Z,128235,43605,82088,15575,3646,1788,37564,16346,6887,1401,1093,11135,117954,122984,10281,5252
2009-09-08T00:00:00Z,130912,43941,83619,14921,3441,1905,39342,16709,7222,1172,1312,11231,119733,125439,11179,5473
2009-09-15T00:00:00Z,140409,44710,87036,15111,3535,1844,42944,19040,8409,1306,1747,13428,127751,135039,12657,5369
2009-09-22T00:00:00Z,140297,43778,84647,15094,3194,1428,42756,19404,9691,1291,1871,13818,127856,134054,12441,6243
2009-09-29T00:00:00Z,140888,42748,83926,15005,2909,1600,42696,18786,10533,1071,1580,14172,127826,133507,13062,7381
2009-10-06T00:00:00Z,147392,44380,88233,16293,2760,2592,43871,19452,10667,1195,1940,14863,133860,140505,13532,6887
2009-10-13T00:00:00Z,146252,44608,88499,15569,2584,3112,40436,16688,12386,1569,1278,15298,132978,139845,13274,6408
2009-10-20T00:00:00Z,153267,46600,92899,17982,2847,3290,44293,19243,11757,1048,2353,14631,139600,147019,13667,6247
2009-10-27T00:00:00Z,160810,46978,96235,18138,2707,2573,49647,21496,12032,1278,2804,16062,146708,153909,14102,6902
2009-11-03T00:00:00Z,164689,42846,94431,17293,2682,2904,51933,19978,14920,1198,2759,17035,148128,154709,16561,9980
2009-11-09T00:00:00Z,138863,38032,92913,17159,2327,1140,45668,11983,10877,1284,1555,10773,124934,131568,13929,7295
2009-11-17T00:00:00Z,129755,38155,91168,18165,1691,663,41619,10409,9042,756,1403,10178,118578,124554,11177,5201
2009-11-24T00:00:00Z,131298,37239,92954,17668,2347,789,44956,10815,8112,1526,1629,9793,120082,126438,11216,4860
2009-12-01T00:00:00Z,134173,36788,96028,18051,2174,713,45787,9388,8549,2378,1950,9593,121860,128395,12314,5778
2009-12-08T00:00:00Z,135985,37871,97677,17597,2160,828,47213,9026,8306,2419,1909,10222,124456,130128,11529,5857
2009-12-15T00:00:00Z,138663,38952,100416,17283,2199,966,49296,9377,7599,2408,2478,10213,126716,133248,11947,5415
2009-12-22T00:00:00Z,139535,39493,98767,17261,2407,975,46498,9298,11117,2999,1659,10496,128840,134721,10696,4814
2009-12-29T00:00:00Z,138563,40126,98508,17099,2414,959,45817,9122,11187,3046,1461,10139,128373,133789,10190,4774
2010-01-05T00:00:00Z,139254,39794,97455,17482,2362,1147,43248,9000,13083,2815,1361,10394,127962,134801,11292,4453
2010-01-12T00:00:00Z,141550,41668,97823,17501,2362,1219,42941,10526,13348,3238,1280,10970,130884,137529,10666,4021
2010-01-19T00:00:00Z,149131,39874,101712,16925,2615,1277,47213,8765,14664,3265,1708,12643,135862,143385,13269,5746
2010-01-26T00:00:00Z,152570,40279,102835,17164,3069,1312,45645,4701,20084,3262,823,13266,141012,146089,11558,6481
2010-02-02T00:00:00Z,148316,41056,97360,16727,3270,1741,43126,6384,19328,4726,831,10846,137550,139760,10766,8556
2010-02-09T00:00:00Z,135580,43800,90688,16441,3290,2282,38218,9033,13946,2821,413,9122,126630,128774,8950,6806
2010-02-16T00:00:00Z,132288,42792,85818,16999,3108,2061,36699,10615,13834,2554,649,9128,124067,125212,8221,7076
2010-02-23T00:00:00Z,131183,42080,83705,15854,3307,2397,35633,10223,13891,2901,336,9592,122349,123452,8834,7731
2010-03-02T00:00:00Z,135453,45298,82953,14730,4237,3287,36289,12325,14375,3027,628,10651,127658,128456,7795,6997
2010-03-09T00:00:00Z,138437,49729,79754,14516,5228,3951,33850,14978,14578,2773,456,10803,130200,129747,8237,8690
2010-03-16T00:00:00Z,141050,50812,79548,14222,5294,4146,35000,18092,14661,3559,250,11142,133541,133133,7509,7918
2010-03-23T00:00:00Z,143622,52014,82771,13965,5763,4288,35477,17404,13919,4397,198,11544,135604,135887,8018,7735
2010-03-30T00:00:00Z,146096,52150,82931,13703,6723,4609,36056,18182,13451,4710,142,12557,137235,138595,8861,7502
2010-04-06T00:00:00Z,145507,55488,84686,13728,7318,3620,36018,18058,14435,4274,744,9701,137265,138562,8243,6945
2010-04-13T00:00:00Z,130657,48600,76969,13530,8190,3064,37320,17576,10623,4324,707,7993,125455,125122,5202,5535
2010-04-20T00:00:00Z,131536,43402,77659,14151,8274,3436,42194,18624,7268,4828,960,8042,123321,124262,8215,7274
2010-04-27T00:00:00Z,140002,43592,83757,14934,8584,2668,47109,19080,8637,4951,879,9461,131351,133066,8651,6936
2010-05-04T00:00:00Z,142818,42636,85833,15141,8069,2581,46330,16875,11474,4942,721,9176,132280,134730,10539,8089
2010-05-11T00:00:00Z,141693,44114,85520,15499,8450,3458,39792,11003,13959,4373,474,8857,130052,131721,11641,9973
2010-05-18T00:00:00Z,139222,47344,80000,15259,8472,4277,34894,13269,15560,3989,488,9033,130356,131098,8866,8123
2010-05-25T00:00:00Z,142842,49727,81524,14947,8453,4281,36442,15262,14816,4243,467,9791,134246,134593,8596,8249
2010-06-01T00:00:00Z,139697,46905,79515,14860,8748,4449,36013,14192,14923,3713,452,9804,130667,132083,9030,7614
2010-06-08T00:00:00Z,130288,44162,79361,14194,8783,3523,30840,6639,14451,5202,470,9372,121744,122599,8544,7689
2010-06-15T00:00:00Z,123180,41908,76073,14327,8482,3198,28773,6466,14451,5434,489,7780,115870,116938,7310,6242
2010-06-22T00:00:00Z,123015,40555,75196,14716,8826,3039,29891,8403,13243,5795,572,7792,115032,117072,7984,5943
2010-06-29T00:00:00Z,127792,42397,81058,15770,8664,2515,30758,7494,14344,5676,533,8042,119501,122649,8291,5142
2010-07-06T00:00:00Z,132457,44889,80099,14085,8599,3107,32068,9773,15283,5710,570,9070,124212,126502,8244,5955
2010-07-13T00:00:00Z,135536,45530,79166,13719,8457,3521,32084,11635,17121,5593,663,9496,127065,130059,8471,5477
2010-07-20T00:00:00Z,138463,45477,81133,13763,8803,4478,33006,11173,17092,6043,573,10163,130021,133415,8442,5048
2010-07-27T00:00:00Z,138726,48563,78564,14237,8477,4024,29862,13130,16638,6148,647,10490,129961,131971,8765,6756
2010-08-03T00:00:00Z,136696,44114,77177,15013,8404,3675,29827,12423,16263,6749,955,11635,127276,130533,9420,6163
2010-08-10T00:00:00Z,130739,47797,74922,15707,8051,2677,26267,15468,13648,7105,831,10285,123486,125882,7253,4857
2010-08-17T00:00:00Z,125041,46759,65636,15329,8077,2180,24088,18869,12888,6055,474,9539,116838,117662,8203,7378
2010-08-24T00:00:00Z,124416,49257,60729,15573,7977,2244,21776,23121,12034,6567,298,9166,116617,115569,7798,8847
2010-08-31T00:00:00Z,131395,56642,57248,14737,7871,2700,20621,31464,13824,7220,1575,7905,123649,122588,7745,8807
2010-09-07T00:00:00Z,133760,58175,56031,14449,7606,3355,20485,36299,12764,7833,728,8409,125471,125193,8289,8567
2010-09-14T00:00:00Z,138154,63845,58474,14506,8115,3467,18865,38498,11937,8211,745,8640,129472,129877,8682,8277
2010-09-21T00:00:00Z,139259,61448,60983,15176,7516,3983,20854,38285,12391,8325,668,8266,130443,132092,8816,7167
2010-09-28T00:00:00Z,141762,60727,63474,15841,6742,3696,21288,37993,13655,8731,812,8338,132275,134710,9486,7051
2010-10-05T00:00:00Z,147762,64251,64516,15923,6411,3932,18941,38016,18001,9183,948,8288,138518,140112,9244,7649
2010-10-12T00:00:00Z,148460,65958,69744,16426,5882,4147,19081,37016,15499,10413,1493,7829,139353,141609,9107,6851
2010-10-19T00:00:00Z,152321,69483,72867,17015,5741,4495,21231,37618,15823,9104,1389,8073,145224,146006,7097,6315
2010-10-26T00:00:00Z,151576,68209,75994,17665,5895,4366,21460,36415,15137,8821,1269,7709,143367,146785,8209,4791
2010-11-02T00:00:00Z,157044,74498,81127,17627,5126,5137,19132,35897,14724,9367,1116,8298,148783,151425,8262,5619
2010-11-09T00:00:00Z,148181,68078,75222,16748,5022,2873,22061,37187,12585,9107,1725,6037,137488,140650,10693,7530
2010-11-16T00:00:00Z,140005,64797,69380,16596,4553,2306,23255,38420,11212,9048,1614,4615,131829,132101,8176,7905
2010-11-23T00:00:00Z,137381,58643,72135,16592,4704,2196,25659,33274,11589,8938,1457,4715,128334,130071,9047,7310
2010-11-30T00:00:00Z,139335,59265,72628,16424,4809,2719,25211,34026,11699,9430,1156,5098,129846,132136,9489,7199
2010-12-07T00:00:00Z,146487,56765,82299,16946,4761,3386,31744,30158,12687,8933,551,6202,136663,140045,9824,6442
2010-12-14T00:00:00Z,146877,59026,85117,16414,5124,3396,30245,27174,12611,9362,732,5996,137051,140150,9827,6727
2010-12-21T00:00:00Z,149065,60321,88170,16582,5015,3400,31137,26830,12386,9094,400,6707,139626,142908,9439,6157
2010-12-28T00:00:00Z,151552,59375,90663,16348,5310,3239,31996,25933,13002,9570,574,7489,141018,146211,10534,5341
2011-01-04T00:00:00Z,155402,61141,93994,17094,4869,2621,34509,26628,12354,9361,863,7999,145079,149328,10323,6074
2011-01-11T00:00:00Z,157718,62792,92278,17126,4842,2875,33336,28128,12546,9253,624,8904,146830,150196,10888,7521
2011-01-18T00:00:00Z,157659,59149,92244,18750,5199,3536,34413,26521,13285,8849,778,9091,147072,150654,10587,7005
2011-01-25T00:00:00Z,173958,65171,108382,18440,5016,6065,33677,18311,18146,9234,1214,13290,164024,170425,9934,3533
2011-02-01T00:00:00Z,189768,65310,115003,19764,4946,5878,36004,16974,24197,9031,1279,15011,175194,183287,14574,6481
2011-02-08T00:00:00Z,171888,63828,113737,21123,5010,4121,37304,18488,13127,8177,1234,9778,157457,165495,14431,6394
2011-02-15T00:00:00Z,168421,59803,111480,21672,5261,3131,39726,18790,12594,8290,1501,10115,155331,162872,13090,5549
2011-02-22T00:00:00Z,171565,58777,112596,22688,7200,3133,42597,18953,9802,8317,1414,11541,156855,164639,14710,6926
2011-03-01T00:00:00Z,179942,59072,114342,23867,8675,3145,45401,18595,12802,7720,2708,12184,164190,172450,15752,7492
2011-03-08T00:00:00Z,186048,57021,115981,24298,8652,3142,48987,20164,15398,7985,2337,12617,169447,178291,16601,7757
2011-03-15T00:00:00Z,184959,62603,112415,23497,8977,3022,43832,22137,14594,7489,1206,15463,170500,177813,14459,7146
2011-03-22T00:00:00Z,183730,64286,109506,23153,9123,2880,40362,23498,15406,7317,1247,16313,169716,177972,14014,5758
2011-03-29T00:00:00Z,191244,68263,109558,22945,8955,4423,39538,26024,16891,7706,1096,17294,177061,184241,14183,7003
2011-04-05T00:00:00Z,190334,74731,108968,20943,8969,6362,39262,26198,15201,5202,1380,15922,177623,183000,12711,7333
2011-04-12T00:00:00Z,184172,73050,105015,21764,9608,4347,39531,28602,11465,6010,1430,16039,172207,176507,11965,7665
2011-04-19T00:00:00Z,179299,70718,101374,21952,9663,4406,40500,30733,9002,5926,1567,15765,168268,172509,11031,6790
2011-04-26T00:00:00Z,181047,70177,102272,23127,9407,4144,41394,31066,9338,5879,2273,15870,169929,174369,11119,6678
2011-05-03T00:00:00Z,185783,66517,104347,24636,9636,4563,41959,30454,12851,5904,1619,16648,173080,180119,12704,5664
2011-05-10T00:00:00Z,188477,69703,105407,23964,9311,5105,41752,28770,13108,5561,1741,17901,177094,181344,11383,7134
2011-05-17T00:00:00Z,189153,71390,99757,23346,8760,5375,38433,30572,14942,3978,1975,19484,176948,180865,12205,8288
2011-05-24T00:00:00Z,194250,73043,95862,22353,8740,5961,35814,31452,17435,4145,1967,23422,182173,184840,12077,9411
2011-05-31T00:00:00Z,196128,75344,96172,21764,8789,8549,33478,29723,17941,4352,1898,23569,184995,186641,11133,9487
2011-06-07T00:00:00Z,182489,79644,96697,21059,8526,7319,30334,29380,16344,4683,2413,14441,173825,175121,8664,7368
2011-06-14T00:00:00Z,184080,77019,95824,20462,8533,4074,33712,29639,19578,4615,2886,15406,174865,175939,9215,8141
2011-06-21T00:00:00Z,183233,75215,97084,20663,8574,4464,34113,26199,19180,4444,2936,16204,174283,174641,8951,8592
2011-06-28T00:00:00Z,183586,74714,101121,20621,8825,4246,35280,23163,19130,4215,2700,15834,174038,175018,9548,8569
2011-07-05T00:00:00Z,194281,71846,108227,24586,9788,4390,40361,23734,19928,4292,2601,17674,183078,186342,11203,7939
2011-07-12T00:00:00Z,197375,73067,111386,24450,10225,4869,40346,22263,20182,4352,2187,19381,186647,190493,10728,6882
2011-07-19T00:00:00Z,197217,72487,110380,23808,10289,4211,39591,23121,21785,4266,1907,18645,184793,190339,12424,6878
2011-07-26T00:00:00Z,199527,76579,110378,23803,9731,5739,35434,22972,23426,4561,1364,18521,188063,192131,11464,7396
2011-08-02T00:00:00Z,205686,82181,106396,22618,10248,6864,32733,26434,24182,5286,1714,21178,195043,197016,10643,8670
2011-08-09T00:00:00Z,197956,86878,101083,21040,10544,4508,32431,29422,21061,1897,2006,20689,188504,189313,9452,8643
2011-08-16T00:00:00Z,189409,88970,96366,19118,10496,3372,30622,31081,16247,2521,2297,19999,180849,179857,8561,9552
2011-08-23T00:00:00Z,187394,85347,98208,17645,10903,3848,31009,26974,16306,2243,2292,20652,177050,179183,10345,8211
2011-08-30T00:00:00Z,187511,84762,103652,19449,11064,3736,30994,23371,16682,1990,2066,19972,177586,180544,9925,6966
2011-09-06T00:00:00Z,190738,85313,105129,19505,10610,3897,31222,22534,18737,2154,1950,20641,181470,183499,9268,7239
2011-09-13T00:00:00Z,205949,93787,106407,19434,10547,4188,28983,26810,26585,2792,2584,21235,197004,198355,8946,7594
2011-09-20T00:00:00Z,216378,101542,101994,19909,10632,5286,28661,36421,25806,2698,3022,23523,207426,206683,8952,9695
2011-09-27T00:00:00Z,216648,103247,98000,19053,10704,5328,27854,40322,25676,2679,3069,23544,207381,206642,9267,10006
2011-10-04T00:00:00Z,229941,108788,97412,18008,11449,5855,25936,40056,32959,2388,3464,27591,221525,218786,8416,11155
2011-10-11T00:00:00Z,236446,110897,102742,18131,10904,6614,25850,38357,30816,2412,3157,32053,226773,224643,9673,11803
2011-10-18T00:00:00Z,240101,112082,102980,16506,10276,8041,25725,38837,32090,3340,3610,32640,230425,228473,9676,11628
2011-10-25T00:00:00Z,244690,114434,104227,14672,10489,10861,27744,39919,32919,3180,4173,30661,234470,233248,10220,11442
2011-11-01T00:00:00Z,247989,115151,112826,15308,10613,10615,26533,34722,34819,3337,2489,32352,238115,238436,9874,9553
2011-11-08T00:00:00Z,198952,95666,100743,18226,10094,4938,28845,30499,23456,3048,3199,14478,188656,187406,10296,11546
2011-11-15T00:00:00Z,171319,86594,89756,16731,9513,2740,25867,27733,15177,2513,3447,12768,162390,161135,8929,10185
2011-11-22T00:00:00Z,172164,87651,86686,14836,9181,2948,25169,28103,16938,2481,4338,13324,163348,161519,8817,10645
2011-11-29T00:00:00Z,178209,89749,87945,15666,9202,3159,26024,31953,16865,2526,3349,15499,169487,167972,8722,10237
2011-12-06T00:00:00Z,186921,90987,88289,16100,9290,3775,26619,34605,19120,2754,4427,17755,177111,177262,9810,9659
2011-12-13T00:00:00Z,192346,94010,88737,16263,9342,3648,27923,39892,18866,2916,3076,18389,182014,181948,10331,10398
2011-12-20T00:00:00Z,192889,91921,86966,18058,9800,4180,27229,37808,20608,1952,3130,19152,183100,181643,9789,11246
2011-12-27T00:00:00Z,192416,89949,87734,20023,10108,4209,26544,36014,21271,1921,3009,18586,182504,180931,9913,11485
2012-01-03T00:00:00Z,199525,93007,88811,19827,12648,4363,26394,36088,23691,2055,3262,19847,189183,188709,10342,10816
2012-01-10T00:00:00Z,196235,93027,87613,18799,13308,5944,27744,40303,19753,2473,2873,16663,184402,186455,11834,9780
2012-01-17T00:00:00Z,193307,93438,87879,18287,12171,6636,27589,38541,17963,2005,2298,17358,183277,182846,10030,10461
2012-01-24T00:00:00Z,194290,93565,89701,16885,12678,7105,27589,36472,18409,2309,2169,16923,182785,183457,11506,10834
2012-01-31T00:00:00Z,192710,91709,86499,16197,15097,10038,25371,31391,17676,2124,1401,18632,181749,180735,10961,11976
2012-02-07T00:00:00Z,179502,89536,81317,16813,15525,9988,24273,33590,15126,1951,1817,11268,168955,168631,10547,10871
2012-02-14T00:00:00Z,173233,86913,75429,18058,15774,8707,24843,37096,13480,2423,2812,10257,164682,163556,8551,9676
2012-02-21T00:00:00Z,173970,82779,80643,21059,13787,6757,25525,33133,15586,1656,2809,10885,164248,163601,9722,10368
2012-02-28T00:00:00Z,171622,80180,83272,21737,13804,5777,26514,30971,14918,1986,2274,10377,161489,161394,10133,10228
2012-03-06T00:00:00Z,180068,83419,83900,22516,14855,8017,27123,32889,16551,2213,2887,10074,169914,169173,10154,10895
2012-03-13T00:00:00Z,183825,82241,86981,22398,15120,6587,27197,31147,19299,2311,2274,12047,172080,173455,11745,10369
2012-03-20T00:00:00Z,181278,83137,83004,21033,14492,6503,25997,31345,20321,2009,2652,11873,170873,170189,10405,11088
2012-03-27T00:00:00Z,186209,80622,83103,20603,14970,7212,27075,30564,22012,2515,2778,14354,174393,174994,11815,11215
2012-04-03T00:00:00Z,192144,86359,78932,18826,15482,8276,24835,34467,22741,3633,3759,15025,179694,178681,12450,13463
2012-04-10T00:00:00Z,190633,91597,76842,18779,15708,6252,23984,40185,22455,4094,4173,11563,178726,177179,11907,13454
2012-04-17T00:00:00Z,186560,91378,77023,19926,15379,5886,23655,40445,20212,4014,4505,12045,177116,175495,9443,11065
2012-04-24T00:00:00Z,189960,91236,82694,21394,15121,5248,22939,37505,21729,3913,3919,13154,179613,179370,10346,10590
2012-05-01T00:00:00Z,195076,91088,86561,22420,15275,5436,24320,35137,24726,3786,4847,12967,184743,184949,10333,10126
2012-05-08T00:00:00Z,192619,87421,90252,22870,13255,5754,25295,32278,24584,3508,3608,13563,182996,183294,9623,9325
2012-05-15T00:00:00Z,195805,87947,91892,24705,13638,6250,24510,32083,25276,4040,3291,13730,186457,186160,9348,9645
2012-05-22T00:00:00Z,197393,90813,90284,23564,14526,6099,24035,33509,25699,4640,3715,13661,188511,187492,8882,9901
2012-05-29T00:00:00Z,201720,95901,91085,22104,15764,7928,22539,32320,25448,4686,3687,13615,192223,189848,9497,11872
2012-06-05T00:00:00Z,200677,93499,86901,23284,14621,7868,23510,34525,25963,3831,4470,13935,191889,188283,8788,12394
2012-06-12T00:00:00Z,180729,84739,84976,21207,13673,5509,24406,29969,18660,3119,3896,13539,171179,170222,9551,10507
