Date,Open_Interest,Producer_Longs,Producer_Shorts,Swap_Dealer_Longs,Swap_Dealer_Shorts,Swap_Dealer_Spreads,Money_Manager_Longs,Money_Manager_Shorts,Money_Manager_Spreads,Other_Reportable_Longs,Other_Reportable_Shorts,Other Reportable Spreads,Total_Reportable_Longs,Total_Reportable_Shorts,Non_Reportable_Longs,Non_Reportable_Shorts
2014-07-08T00:00:00Z,255100,62750,150881,16455,9889,5197,94544,24913,22686,8116,5960,28907,238654,248431,16446,6669
2014-07-15T00:00:00Z,253474,59828,146446,16042,10000,8000,93478,26235,22350,8406,4943,28501,236604,246474,16870,7000
2014-07-22T00:00:00Z,254773,63636,151900,15835,10146,5678,92560,24862,23673,9971,4764,27468,238820,248490,15953,6284
2014-07-29T00:00:00Z,262545,62270,151710,15958,10940,5512,98421,29086,25104,10077,5270,28133,245475,255756,17070,6790
2014-08-05T00:00:00Z,244797,56354,149352,16438,10356,3908,100518,30594,21066,11590,4567,18744,228618,238587,16179,6210
2014-08-12T00:00:00Z,247130,54930,152358,18493,10175,3339,105650,32468,18960,11075,4366,18771,231217,240437,15913,6693
2014-08-19T00:00:00Z,243122,55373,151089,18998,9866,3252,103306,32383,16176,12213,4532,19583,228902,236881,14219,6241
2014-08-26T00:00:00Z,243643,56412,151938,18702,9585,3727,102542,32434,15744,11709,3975,20062,228899,237464,14744,6179
2014-09-02T00:00:00Z,250226,56589,154246,18478,9026,4130,105563,32771,18266,12001,4445,20946,235974,243829,14252,6397
2014-09-09T00:00:00Z,250006,61320,154264,17870,7923,5009,99711,30911,18278,12194,4400,23028,237409,243813,12597,6193
2014-09-16T00:00:00Z,242105,62384,147745,17333,7725,5245,88822,27013,18991,12413,4218,24434,229621,235370,12484,6735
2014-09-23T00:00:00Z,257538,70707,160959,17438,8232,4257,89348,23587,22729,12172,3614,26478,243128,249856,14410,7683
2014-09-30T00:00:00Z,268059,70491,163918,17459,8661,4592,94943,25787,25273,12749,3478,28304,253812,260013,14247,8046
2014-10-07T00:00:00Z,249764,68720,147344,17569,7902,6730,82841,26159,25799,10152,2852,25820,237632,242607,12132,7157
2014-10-14T00:00:00Z,247830,69496,145460,18065,7800,7250,76765,23790,26666,9851,3059,27116,235208,241140,12621,6689
2014-10-21T00:00:00Z,246704,70496,142423,18049,8100,7186,73104,23565,28003,9050,2565,28071,233960,239913,12744,6791
2014-10-28T00:00:00Z,243403,72357,132452,17830,7490,10080,65620,25002,28970,8411,2821,28920,232188,235735,11215,7668
2014-11-04T00:00:00Z,237032,71728,126961,17397,7058,10941,58613,20809,30120,8091,2986,29362,226252,228237,10780,8795
2014-11-11T00:00:00Z,203890,67569,122802,17319,6293,5269,55058,18889,22376,7857,2587,17561,193008,195776,10882,8114
2014-11-18T00:00:00Z,205041,68722,119956,17586,5984,4333,51427,16428,26173,7586,3233,19893,195719,196001,9322,9040
2014-11-25T00:00:00Z,210329,69461,123091,13772,5460,4903,52403,17020,26915,12206,3641,20740,200399,201770,9929,8558
2014-12-02T00:00:00Z,215297,69560,122859,15056,5625,5401,52724,18844,28744,12307,3776,21467,205258,206715,10039,8582
2014-12-09T00:00:00Z,222356,73308,131451,18868,5666,4910,56303,20537,28488,9649,4578,20179,211705,215810,10651,6545
2014-12-16T00:00:00Z,219465,72002,134188,18608,5365,5295,55229,17334,28184,9212,3066,20064,208594,213496,10871,5969
2014-12-23T00:00:00Z,227079,71373,143854,18728,5198,5245,61873,17494,27579,11080,2360,19595,215475,221325,11604,5754
2014-12-30T00:00:00Z,230481,71188,145347,18684,4968,5334,64783,19404,27442,11748,2676,19356,218535,224527,11945,5953
2015-01-06T00:00:00Z,232034,71417,147198,19187,4973,5269,63255,16164,29186,13099,2651,19554,220967,224995,11068,7039
2015-01-13T00:00:00Z,246132,71764,154403,17580,5910,5913,69347,18249,31325,15198,3042,21296,232424,240139,13708,5993
2015-01-20T00:00:00Z,242364,69495,151181,17573,5877,5733,67466,15697,32643,16166,3154,21477,230552,235763,11812,6601
2015-01-27T00:00:00Z,226465,77702,137402,18423,6199,6386,50098,10643,27529,11935,3669,24770,216843,216598,9622,9867
2015-02-03T00:00:00Z,236196,81268,128963,18681,6720,9063,46988,13467,34174,10012,6896,26660,226845,225942,9351,10254
2015-02-10T00:00:00Z,208116,75183,125902,17095,6140,4668,48080,11690,25792,9099,6893,17435,197353,198520,10763,9596
2015-02-17T00:00:00Z,220913,76961,137730,17758,6229,5275,50128,8754,25635,10009,3879,25447,211213,212948,9700,7964
2015-02-24T00:00:00Z,239303,79460,155560,17857,6167,5993,56737,9732,23555,15967,3754,27833,227402,232595,11901,6707
2015-03-03T00:00:00Z,254332,79974,160783,19560,5849,6695,56729,15072,24423,23731,3919,29415,240527,246157,13805,8176
2015-03-10T00:00:00Z,245481,75307,155927,19510,5944,6272,56993,13143,23403,23930,4795,27433,232848,236917,12633,8564
2015-03-17T00:00:00Z,239694,86531,148243,19595,6287,6292,48597,15447,22391,19575,4775,24762,227742,228196,11952,11498
2015-03-24T00:00:00Z,243421,94164,141719,20201,7526,5708,43096,22233,25723,17244,5598,25700,231835,234207,11586,9214
2015-03-31T00:00:00Z,251980,97886,139598,19310,7314,9072,40411,23412,28193,17513,7784,27581,239965,242954,12014,9025
2015-04-07T00:00:00Z,239270,95335,136559,18349,7359,8555,41424,23123,26205,18066,8731,20458,228392,230989,10879,8281
2015-04-14T00:00:00Z,228981,88309,134602,17288,7548,7793,47162,24658,20291,17890,7798,18991,217725,221682,11256,7299
2015-04-21T00:00:00Z,211852,79978,129329,18196,7538,6472,43514,18659,19284,17044,4773,17348,201835,203404,10017,8449
2015-04-28T00:00:00Z,226456,80021,136017,18069,7891,8378,47664,18288,22033,16627,4618,21703,214494,218927,11962,7528
2015-05-05T00:00:00Z,230837,80488,139312,21314,7612,7270,46807,20281,23642,16283,3138,22147,217950,223402,12887,7434
2015-05-12T00:00:00Z,243105,79745,148053,21639,8457,8207,50606,17097,25216,17459,2341,26230,229102,235601,14003,7504
2015-05-19T00:00:00Z,265274,79751,158035,20648,9658,10213,61237,18501,26679,20974,3542,31011,250513,257638,14761,7636
2015-05-26T00:00:00Z,273683,79063,161500,21060,10068,10160,64109,19472,28935,22623,3962,31584,257535,265682,16148,8001
2015-06-02T00:00:00Z,281224,79887,163884,22570,9752,10876,64794,20714,30248,21568,3573,34754,264697,273802,16527,7422
2015-06-09T00:00:00Z,247107,70778,151631,23393,9623,9503,66442,23332,16065,19556,3361,26335,232073,239851,15034,7256
2015-06-16T00:00:00Z,252206,69864,153277,23102,9514,8187,71425,27840,16849,19881,2948,27226,236533,245842,15673,6365
2015-06-23T00:00:00Z,259736,70906,158470,23863,9730,7882,74189,28600,17402,20530,3021,29213,243986,254317,15751,5419
2015-06-30T00:00:00Z,268390,72488,163295,23526,9713,8149,73350,25567,20338,21573,2999,32705,252129,262765,16261,5624
2015-07-07T00:00:00Z,265491,72788,162440,22819,9618,8451,70402,22215,20641,22384,2730,32310,249796,258406,15695,7085
2015-07-14T00:00:00Z,279410,72797,160473,21790,14256,8423,72606,23306,26008,22895,2986,38080,262600,273533,16810,5877
2015-07-21T00:00:00Z,282767,73266,159686,21499,13733,9287,71952,22853,29346,23805,3437,37919,267075,276262,15692,6505
2015-07-28T00:00:00Z,271120,73190,150285,20498,13466,8846,66282,19307,29476,20963,3468,38898,258152,263746,12968,7374
2015-08-04T00:00:00Z,266232,72580,145203,19296,10765,9546,62205,19219,31663,19418,3576,37433,252142,257405,14090,8827
2015-08-11T00:00:00Z,219904,65921,126641,18904,9293,11418,52131,18864,17108,17781,5156,24326,207589,212805,12315,7099
2015-08-18T00:00:00Z,215926,69128,119702,16387,12514,11173,48544,19499,17837,17136,5185,23956,204162,209867,11764,6059
2015-08-25T00:00:00Z,217469,68019,116258,16499,12234,12568,44139,16641,21404,16945,6031,26808,206383,211945,11087,5525
2015-09-01T00:00:00Z,223284,69269,120378,16489,11538,13071,47552,16306,22482,15895,5967,27554,212312,217296,10972,5988
2015-09-08T00:00:00Z,231942,67969,123967,16552,14315,13265,53009,18365,23904,17298,4595,27963,219960,226373,11982,5569
2015-09-15T00:00:00Z,243270,69882,128486,15438,14415,14976,49320,16661,26388,22168,4315,31924,230096,237166,13174,6104
2015-09-22T00:00:00Z,268364,78388,138750,15788,14614,16743,51171,18352,35549,24056,5237,32390,254085,261635,14280,6729
2015-09-29T00:00:00Z,268336,82271,139951,14066,15031,15049,50401,15833,37594,22739,5018,32338,254457,260815,13880,7522
2015-10-06T00:00:00Z,258584,85328,137488,14290,14142,15687,44492,12754,37984,18701,5262,29198,245679,252514,12906,6070
2015-10-13T00:00:00Z,262377,87738,136718,15511,12937,15797,45611,14336,39519,15130,6917,29712,249020,255937,13357,6440
2015-10-20T00:00:00Z,280260,93124,141895,15793,12918,21144,43710,15101,41755,16254,6173,34672,266454,273659,13807,6602
2015-10-27T00:00:00Z,281597,93108,142346,16010,12534,23361,42979,14876,40713,16545,5443,34970,267686,274243,13910,7354
2015-11-03T00:00:00Z,289674,87396,144462,15939,13737,25662,52440,19758,38589,16800,2836,37720,274545,282764,15128,6909
2015-11-10T00:00:00Z,269662,78483,142707,15974,13052,18920,61806,24221,31861,20425,4277,27078,254548,262117,15114,7545
2015-11-17T00:00:00Z,286689,74643,150616,14957,13482,17188,71164,27816,37378,27131,3259,29971,272432,279711,14256,6978
2015-11-24T00:00:00Z,293739,74195,151128,15280,13261,18412,77510,32049,34723,26800,4176,32234,279154,285982,14584,7756
2015-12-01T00:00:00Z,298806,74394,151964,15437,13375,18715,79292,34035,35106,27221,4755,33977,284142,291926,14664,6880
2015-12-08T00:00:00Z,291306,73061,150467,13784,13156,18804,79079,31853,34053,26821,4014,31418,277020,283764,14287,7543
2015-12-15T00:00:00Z,289647,71855,147366,13969,12986,18645,77865,29902,35031,25664,4878,33198,276227,282005,13420,7642
2015-12-22T00:00:00Z,271543,72375,141172,13572,12294,18083,65075,21034,37156,21910,3786,31434,259606,264961,11936,6582
2015-12-29T00:00:00Z,270624,73773,141189,13604,11869,18158,62046,19392,37601,19909,3181,33071,258163,264462,12462,6162
2016-01-05T00:00:00Z,266620,73728,137004,14827,12125,16300,56756,16665,41948,18933,3665,31615,254107,259322,12513,7297
2016-01-12T00:00:00Z,272864,79336,122876,17273,12245,16923,50954,25594,41500,15921,6145,39260,261168,264543,11696,8321
2016-01-19T00:00:00Z,281338,85048,124876,18339,11697,17859,47131,25554,41848,16162,7016,43216,269604,272067,11734,9271
2016-01-26T00:00:00Z,304053,97922,135875,19252,10956,20763,47061,27566,40153,16407,8162,51324,292881,294798,11171,9254
2016-02-02T00:00:00Z,308279,91792,131995,24488,9206,21409,45145,30093,42876,16128,8305,54851,296688,298735,11590,9544
2016-02-09T00:00:00Z,278925,87860,125076,22366,8350,21758,45748,29167,33038,14839,9714,42305,267912,269408,11012,9517
2016-02-16T00:00:00Z,280346,92565,120980,19662,12465,22170,44360,26619,35349,12772,10558,43370,270249,271511,10097,8835
2016-02-23T00:00:00Z,290532,97800,131167,19771,11993,22716,44168,25710,35086,13529,8619,46207,279278,281498,11255,9034
2016-03-01T00:00:00Z,294447,92326,130014,23249,14867,20810,45905,24271,40198,12871,8669,47443,282803,286274,11644,8173
2016-03-08T00:00:00Z,293289,91587,131783,23596,16613,21265,42428,18335,40521,12875,8175,48390,280662,285083,12628,8207
2016-03-15T00:00:00Z,295891,89046,134539,24725,16828,22165,43438,17420,41521,13882,7453,47465,282242,287391,13649,8499
2016-03-22T00:00:00Z,297913,88102,139223,25349,16721,20892,46590,17340,42310,14495,6961,46554,284292,290001,13621,7912
2016-03-29T00:00:00Z,288477,86747,134546,25163,17076,20788,45895,17291,38413,14388,7008,44711,276105,279834,12371,8643
2016-04-05T00:00:00Z,269758,84122,124459,26310,18009,14605,45945,20235,36095,14429,9771,37463,258968,260636,10790,9121
2016-04-12T00:00:00Z,264444,79807,118975,25825,17866,14560,47098,21924,36595,15232,12165,34455,253572,256539,10872,7904
2016-04-19T00:00:00Z,277732,81971,129311,27005,18368,14599,52511,22640,36278,15186,11323,38338,265888,270857,11843,6875
2016-04-26T00:00:00Z,294176,82240,141304,26761,18970,16699,59949,21639,39445,15468,7975,41238,281800,287270,12376,6906
2016-05-03T00:00:00Z,306243,79748,148341,27232,18323,16387,66018,21477,41442,18255,8826,44640,293722,299437,12521,6806
2016-05-10T00:00:00Z,295519,82885,151247,26882,18039,13445,58870,16645,36340,22206,9413,43316,283943,288444,11576,7075
2016-05-17T00:00:00Z,289251,85600,142572,25847,17950,13982,50388,17565,37289,21607,10335,41471,276184,281164,13066,8086
2016-05-24T00:00:00Z,286310,91070,134844,29019,17030,13332,41908,21649,34670,17934,10888,45383,273316,277796,12994,8515
2016-05-31T00:00:00Z,270030,89631,131438,30012,16640,14044,38641,21955,28696,18012,11469,38562,257596,262803,12434,7227
2016-06-07T00:00:00Z,246959,84091,126978,27701,17874,9600,40506,19324,27513,16225,10178,27537,233173,239004,13787,7956
2016-06-14T00:00:00Z,242083,77371,128562,29797,18796,6859,44060,16590,24981,17199,9501,29855,230122,235143,11962,6940
2016-06-21T00:00:00Z,237374,72945,124978,29109,18880,6521,42324,13216,24737,17219,8836,33955,226810,231122,10563,6251
2016-06-28T00:00:00Z,245042,74255,126477,29264,19009,5560,46452,13996,26584,15939,11175,34948,233002,237747,12039,7294
2016-07-05T00:00:00Z,249524,79060,133731,28675,18607,7392,50957,13944,23090,16244,13429,32832,238249,243025,11274,6498
2016-07-12T00:00:00Z,260347,80329,137712,27793,19317,9382,54011,14625,26560,16538,12763,32856,247469,253215,12878,7132
2016-07-19T00:00:00Z,258337,77760,133835,28243,19003,7825,50106,13170,31887,16838,11730,33324,245983,250773,12354,7564
2016-07-26T00:00:00Z,263143,79133,114687,28789,19756,9872,47227,23551,31261,15404,13577,40207,251892,252910,11251,10233
2016-08-02T00:00:00Z,283712,87873,126798,27706,10660,14988,49990,33143,29351,15447,13454,47092,272445,275484,11267,8228
2016-08-09T00:00:00Z,246679,73241,105604,26575,20761,10418,53594,30626,28871,14429,13860,28191,235318,238330,11361,8348
2016-08-16T00:00:00Z,243763,71128,113863,24043,18737,12733,55560,24182,22319,16578,14029,30177,232538,236040,11225,7723
2016-08-23T00:00:00Z,239190,62927,118862,23723,18681,13831,58311,14919,20580,17842,14088,31302,228517,232264,10673,6926
2016-08-30T00:00:00Z,230172,59769,112775,26299,18761,11270,56032,17572,16163,17969,13955,31631,219133,222126,11039,8046
2016-09-06T00:00:00Z,235534,63575,112815,27448,18232,10758,56368,24425,15807,17503,12237,32732,224190,227006,11344,8528
2016-09-13T00:00:00Z,248379,76310,109590,28643,17750,12123,49623,32246,17206,16531,12776,35871,236307,237562,12072,10817
2016-09-20T00:00:00Z,258237,86704,116576,27616,17875,13131,49546,33738,18381,15861,13260,35222,246460,248183,11777,10054
2016-09-27T00:00:00Z,263970,89015,124328,27335,17732,14060,53187,32876,17860,16558,13433,34457,252472,254746,11498,9224
2016-10-04T00:00:00Z,283049,99320,134945,27757,18037,15648,55950,33547,18190,15899,15504,36843,269606,272712,13443,10336
2016-10-11T00:00:00Z,305723,111948,142580,27777,20749,17155,58147,35938,20185,18062,17729,39920,293193,294257,12530,11466
2016-10-18T00:00:00Z,316538,112028,144551,26444,21006,22202,59975,35426,22723,17201,17341,41861,302435,305110,14103,11428
2016-10-25T00:00:00Z,330024,113375,145991,24947,20886,23480,60195,36358,26641,18416,16857,49198,316252,319412,13772,10612
2016-11-01T00:00:00Z,326122,107406,142327,26234,20073,21804,60178,36308,26253,19455,16307,51400,312730,314472,13392,11650
2016-11-08T00:00:00Z,284124,102478,133813,28495,19026,10766,57472,41131,15467,18724,16176,36321,269724,272700,14400,11424
2016-11-15T00:00:00Z,289867,111591,133046,28270,17335,8964,55018,46266,13138,17373,17810,42773,277127,279332,12740,10535
2016-11-22T00:00:00Z,299128,112352,127192,28038,17956,13990,53666,49400,13361,16185,19492,47865,285457,289256,13671,9872
2016-11-29T00:00:00Z,303315,113273,129580,28636,17343,12620,54839,49172,14200,16631,19982,49816,290016,292715,13299,10600
2016-12-06T00:00:00Z,307576,118943,130840,27880,18244,14937,50770,47171,15113,16684,19863,50459,294786,296627,12789,10949
2016-12-13T00:00:00Z,316267,134148,134261,27036,18051,12814,45516,47249,15824,14465,23007,54067,303870,305273,12397,10994
2016-12-20T00:00:00Z,312133,132171,132583,27948,18228,13565,41332,43470,18637,13075,22704,51748,298476,300936,13657,11197
2016-12-27T00:00:00Z,315527,131606,134396,29272,17452,14558,39804,42416,20121,13455,21686,53655,302471,304284,13056,11243
2017-01-03T00:00:00Z,340976,142010,147321,29812,16940,17816,39790,42778,25206,13990,21063,57688,326310,328811,14665,12165
2017-01-10T00:00:00Z,338223,138375,148243,29478,13538,17153,40030,43450,29152,12192,18830,56630,323010,326995,15213,11228
2017-01-17T00:00:00Z,340010,132765,148258,31069,13217,15816,40183,44107,32951,14085,17659,56475,323345,328484,16665,11526
2017-01-24T00:00:00Z,335656,127518,126507,31781,25944,16764,37969,54455,35845,15585,11656,53159,318622,324330,17034,11327
2017-01-31T00:00:00Z,334919,121631,128893,31426,13784,20863,36111,58517,35766,17302,11199,54342,317441,323364,17477,11555
2017-02-07T00:00:00Z,288418,106913,110508,28682,13308,16870,36558,60878,28795,17543,11776,33477,268838,275612,19580,12806
2017-02-14T00:00:00Z,297821,114229,112527,26924,15642,15107,38610,65171,25282,19834,13680,38499,278484,285908,19337,11913
2017-02-21T00:00:00Z,309196,115553,114781,27803,15869,16683,43014,68966,29027,20125,14012,37789,289993,297126,19203,12070
2017-02-28T00:00:00Z,326324,125786,118111,26181,15815,20158,45189,77537,25120,20975,15669,41808,305217,314218,21106,12106
2017-03-07T00:00:00Z,340735,128938,118690,26728,17486,22253,47354,80058,28052,18967,15427,46915,319207,328882,21529,11853
2017-03-14T00:00:00Z,335417,121215,114582,24976,13621,25961,47417,79088,27761,18469,13560,48635,314435,323208,20982,12209
2017-03-21T00:00:00Z,337601,126501,117807,23294,20579,25716,44160,69394,29491,17179,11200,51004,317346,325191,20255,12410
2017-03-28T00:00:00Z,336622,126798,120965,22364,21479,29724,42052,60243,30295,16865,11569,50565,318662,324838,17959,11783
2017-04-04T00:00:00Z,336610,130166,127527,22840,23518,26151,41453,57255,30833,16649,10581,48027,316119,323892,20490,12718
2017-04-11T00:00:00Z,311190,130135,123963,22998,21471,17161,40222,62659,26197,18094,11606,37430,292236,300487,18954,10703
2017-04-18T00:00:00Z,314131,130151,119370,23993,21747,15309,43649,74914,21323,20522,12283,38748,293695,303694,20437,10437
2017-04-25T00:00:00Z,335501,135204,122067,25141,21039,16961,46121,83147,22749,22437,12599,45134,313749,323698,21752,11803
2017-05-02T00:00:00Z,352116,139879,121346,26651,20725,17250,47780,92569,27017,22675,12650,48117,329370,339674,22746,12441
2017-05-09T00:00:00Z,343682,136460,115793,26761,21155,15724,47238,90966,31658,21151,11599,44258,323250,331153,20432,12529
2017-05-16T00:00:00Z,333443,134377,118078,27302,19426,15163,43329,80211,29705,18985,11880,45896,314758,320358,18686,13085
2017-05-23T00:00:00Z,325682,131951,120685,27203,18825,20477,40888,69683,27471,18283,12664,42049,308322,311854,17360,13828
2017-05-30T00:00:00Z,327645,130301,117268,27618,21422,23325,40287,68680,25904,17963,13997,43720,309117,314315,18528,13330
2017-06-06T00:00:00Z,295319,106161,108507,28625,10346,25142,39110,67045,29981,18515,10911,28388,275921,280320,19398,15000
2017-06-13T00:00:00Z,276511,103393,106797,26216,10219,15021,37929,64648,26292,18072,11703,28103,255027,262783,21485,13729
2017-06-20T00:00:00Z,271217,103790,103988,26035,10586,15268,34644,64347,25463,18728,10521,26384,250312,256557,20904,14659
2017-06-27T00:00:00Z,294111,110763,99447,27650,10529,16992,35684,78627,32229,18530,11566,29109,270956,278498,23155,15614
2017-07-03T00:00:00Z,294083,110247,97628,27387,10415,17101,35726,76917,33344,17907,13133,31088,272800,279626,21283,14457
2017-07-11T00:00:00Z,306350,113044,96972,26108,11578,19444,35317,83474,34984,20510,12473,32144,281552,291071,24798,15279
2017-07-18T00:00:00Z,309659,113645,93753,26774,11425,19581,35874,88208,37677,20838,12349,30671,285060,293665,24599,15994
2017-07-25T00:00:00Z,309154,114033,97871,26436,11657,26490,32275,77725,37292,19512,12269,30885,286923,294189,22231,14965
2017-08-01T00:00:00Z,296986,108918,103076,25500,11281,25263,33099,65454,36961,18392,12048,28493,276626,282577,20361,14409
2017-08-08T00:00:00Z,268577,102335,97184,22965,12887,16021,33241,60211,33817,18991,12481,21842,249212,254443,19365,14134
2017-08-15T00:00:00Z,250987,97959,88060,23787,13982,11337,32358,67888,26295,20747,11517,21744,234227,240824,16760,10162
2017-08-22T00:00:00Z,264461,100947,84491,25866,13701,9845,35520,84609,29876,22727,10719,21594,246374,254835,18087,9626
2017-08-29T00:00:00Z,272659,107193,92119,25714,14295,7598,36481,83995,31381,22105,9597,23872,254344,262857,18315,9802
2017-09-05T00:00:00Z,274184,106956,89734,25034,12686,8721,37331,85493,33826,21374,10692,22763,256006,263915,18179,10269
2017-09-12T00:00:00Z,288497,112391,98313,25461,12563,10053,39335,86370,36546,22847,11880,22979,269612,278703,18885,9794
2017-09-19T00:00:00Z,289230,113902,104687,25815,13812,10247,38778,78277,37534,20670,10466,23955,270902,278978,18328,10252
2017-09-26T00:00:00Z,286724,114907,109661,26303,14323,11042,37905,71731,31815,21619,11581,25718,269311,275873,17414,10852
2017-10-03T00:00:00Z,289043,113665,118225,27402,13358,11556,40048,66032,29494,20556,11808,28658,271379,279131,17664,9912
2017-10-10T00:00:00Z,281692,110023,119791,27307,12373,11305,41724,63284,24086,21618,11903,29532,265594,272275,16098,9418
2017-10-17T00:00:00Z,287874,110843,124902,28142,11782,12656,43076,61522,22313,21020,11294,33136,271187,277606,16686,10268
2017-10-24T00:00:00Z,301349,113792,137191,26830,11363,17188,44641,54124,26035,21496,10516,33826,283808,290244,17541,11106
2017-10-31T00:00:00Z,308104,115833,143472,27515,11989,22451,44211,50901,25719,21709,11037,33564,291000,299132,17104,8972
2017-11-07T00:00:00Z,277770,94870,135564,30080,6578,19657,47981,50387,20155,24523,13872,23229,260494,269441,17276,8329
2017-11-14T00:00:00Z,267253,84249,138451,31019,5830,12296,52262,43096,22117,23749,13781,24198,249889,259769,17364,7484
2017-11-21T00:00:00Z,260233,84729,136962,31137,5028,13123,48462,41174,21129,22782,14227,21026,242389,252669,17845,7564
2017-11-28T00:00:00Z,263874,85834,137817,31008,4313,13537,46735,41803,22158,23665,13117,22515,245452,255261,18422,8613
2017-12-05T00:00:00Z,271903,91794,134681,29700,4126,14846,44798,48058,22324,25379,12776,24508,253349,261319,18554,10584
2017-12-12T00:00:00Z,285151,100221,128178,25721,5060,17846,43382,63604,21397,27399,10481,28185,264150,274750,21001,10401
2017-12-19T00:00:00Z,292425,101994,124286,24801,6295,18457,44994,68402,23138,27658,11398,29612,270655,281589,21771,10836
2017-12-26T00:00:00Z,304987,105687,125188,24898,6955,18455,47881,73423,23338,28754,13088,33549,282562,293996,22425,10990
2018-01-02T00:00:00Z,311039,104549,129426,26236,7051,18548,48943,70975,25968,28474,12163,36702,289420,300833,21619,10206
2018-01-09T00:00:00Z,318816,106200,131891,26351,7907,21079,47062,72081,26841,29743,9201,38708,295984,307709,22833,11107
2018-01-16T00:00:00Z,320696,103666,128921,26313,7724,23379,46617,72346,28371,31882,9941,39820,300049,310503,20648,10193
2018-01-23T00:00:00Z,314337,98962,128779,25774,8731,26082,46427,61937,28543,31162,12452,38036,294986,304561,19351,9776
2018-01-30T00:00:00Z,324953,99636,134227,26063,11033,30526,48944,55754,33967,28013,10862,38058,305208,314427,19745,10525
2018-02-06T00:00:00Z,298033,93229,133262,24166,10368,25369,52923,44363,30128,24314,14779,30638,280766,288907,17268,9126
2018-02-13T00:00:00Z,282118,89738,129236,23270,9479,23716,53293,41495,27868,21200,14752,25942,265028,272489,17090,9629
2018-02-20T00:00:00Z,294659,90140,138462,22181,8107,25832,58338,37158,28434,19925,13824,33780,278630,285597,16028,9061
2018-02-27T00:00:00Z,304531,87587,142971,23136,5515,27724,62742,36608,30582,20082,14685,36927,288781,295013,15750,9518
2018-03-06T00:00:00Z,334704,91952,154989,28132,5829,24269,68566,37904,40185,18404,15401,46102,317609,324678,17095,10026
2018-03-13T00:00:00Z,361480,92013,162317,26671,5468,27965,77090,38430,42375,19200,14358,58854,344168,349767,17312,11713
2018-03-20T00:00:00Z,361678,93078,161196,24898,5176,30087,79141,38592,41547,16975,14018,58313,344040,348929,17638,12749
2018-03-27T00:00:00Z,370917,93413,163885,23485,4904,33355,80526,37917,43115,17386,15011,60619,351898,358805,19018,12112
2018-04-03T00:00:00Z,365766,94729,164651,22608,4999,30311,80250,36742,43503,17780,14845,58843,348024,353894,17741,11872
2018-04-10T00:00:00Z,335734,85101,156588,21631,4295,27510,86328,37093,31619,14476,15361,52625,319290,325091,16444,10643
2018-04-17T00:00:00Z,338369,77571,154539,23641,4546,26245,88657,38687,37831,17651,14008,52653,324249,328510,14120,9859
2018-04-24T00:00:00Z,358440,78301,161937,24336,5148,28323,93592,38303,42670,17719,12712,59323,344264,348416,14176,10024
2018-05-01T00:00:00Z,381962,87408,174042,27181,4042,27412,101257,43999,48703,15328,13596,58722,366012,370516,15950,11446
2018-05-08T00:00:00Z,373854,84982,172361,27884,3695,26529,100809,43580,48287,14848,13981,54719,358058,363152,15796,10702
2018-05-15T00:00:00Z,375229,85057,175400,28534,4189,27759,99628,39105,49072,14445,13724,55552,360048,364801,15181,10428
2018-05-22T00:00:00Z,373094,90361,178577,27449,4128,31751,92437,32712,44864,13379,13662,56194,356436,361889,16658,11205
2018-05-29T00:00:00Z,379809,95203,181362,25259,4038,39283,87690,29383,44631,13525,12767,58624,364216,370088,15593,9721
2018-06-05T00:00:00Z,342867,99573,174397,22522,4111,39048,76702,30039,39460,13575,9547,37279,328159,333882,14708,8986
2018-06-12T00:00:00Z,303605,94189,158894,21028,4294,31195,67850,30956,22282,13676,7899,40361,290580,295880,13024,7725
2018-06-19T00:00:00Z,300876,94941,157598,19972,3608,32920,64044,29085,22880,12519,7214,39951,287227,293256,13649,7620
2018-06-26T00:00:00Z,310663,99648,163386,19152,3025,34263,63568,27736,25580,13858,7599,41324,297392,302912,13271,7751
2018-07-03T00:00:00Z,305120,98402,163710,21532,3047,29153,61037,25921,25815,14374,7739,43070,293383,298455,11738,6665
2018-07-10T00:00:00Z,301182,94245,161789,23101,3145,28413,59972,25928,24989,15296,7985,42994,289011,295242,12171,5939
2018-07-17T00:00:00Z,297854,93596,158342,25149,3176,26749,58963,27443,22985,15218,8149,43214,285876,290059,11978,7796
2018-07-24T00:00:00Z,290473,97674,152455,26981,3384,25936,54639,30711,21077,11355,7709,41346,279009,282620,11464,7854
2018-07-31T00:00:00Z,302604,104840,147640,23540,3554,31368,51557,38394,24312,11509,4086,43333,290459,292687,12145,9917
2018-08-07T00:00:00Z,285753,111476,131991,17704,5847,21819,43465,44096,33316,11127,3263,34293,273200,274626,12553,11127
2018-08-14T00:00:00Z,275249,111699,126716,19355,5446,17126,45696,55383,27524,12199,2974,30118,263717,265287,11532,9962
2018-08-21T00:00:00Z,275327,110699,126888,20468,6390,13991,50693,59496,26871,11799,3347,29621,264142,266603,11185,8724
2018-08-28T00:00:00Z,279560,109218,130800,21598,5468,13975,52895,58586,27611,12128,3106,31110,268534,270657,11026,8903
2018-09-04T00:00:00Z,282441,106673,133414,26124,4445,14867,53101,58379,27060,11801,4113,32320,271946,274597,10495,7844
2018-09-11T00:00:00Z,278567,101540,134528,28344,3872,14584,54372,56404,26650,12675,4080,29932,268096,270049,10470,8517
